pool_id,foundation_spp,day_night,sampling_group,before_after,removal_control,group,time_point,sampling_day,sampling_time,do_mg_l,salinity,temp_pool,po_umol_l,nn_umol_l,nh4_umol_l,ph,dic,alk,omega_aragonite,heterotrophic_bacterioplankton_m_l,synechoococcus_m_l,autotrophic_pico_eukaryotes_m_l,m_c,bix,hix,fi,ultra_violet_humic_like,marine_humic_like,visible_humic_like,tryptophan_like,tyrosine_like,phenylalanine_like
23,Mytilus,Night,2,Before,Removal,Before_Removal,5,7/11/2019,05:04:00,2.68,33.3,14.6,1.433454,1.4236864,31.155594,7.305878325,2149.305617,2104.712696,0.445367297,689.91,1.87,0.12,0.860665881,0.885729235,0.462651772,1.811622294,0.111522141,0.131390205,0.152661106,0.763137246,0.396105308,0.144464531
24,Mytilus,Night,2,Before,Removal,Before_Removal,5,7/11/2019,05:02:00,3.68,33.3,14.6,0.96855,0.53312512,25.390146,7.3203533,2107.872299,2068.276068,0.451996473,851.56,1.62,0.1,1.010833973,1.262839094,1.144737237,2.195646822,0.098955922,0.133370463,0.131941018,0.381389031,0.221442075,0.089403663
25,Mytilus,Night,2,Before,Control,Before_Control,5,7/11/2019,04:59:00,3.92,33.5,14.3,5.8113,1.968928,40.746195,7.458346482,2329.861105,2331.527852,0.684601398,1349.56,9,0.96,1.174213354,1.07758468,0.823168237,1.79095246,0.083500528,0.10448186,0.088980303,0.432399372,0.231529522,0.066856489
26,Phyllospadix,Night,2,Before,Removal,Before_Removal,5,7/11/2019,04:37:00,3.83,33.2,14.6,1.975842,1.8098992,16.741974,7.406235238,2411.920247,2392.869514,0.63171399,634.49,0.29,0.09,1.324006647,1.497642048,0.849614158,1.672009795,0.075055859,0.108829687,0.082197236,0.259792056,0.216901202,0.050370882
27,Phyllospadix,Night,2,Before,Control,Before_Control,5,7/11/2019,04:39:00,3.03,33.4,14.4,1.827331,0.50889216,17.296344,7.371104517,2351.612999,2322.079107,0.564722887,1638.32,10.96,1.27,1.135767259,0.984477062,0.6301023,1.385930683,0.077443988,0.089518964,0.078818053,0.387022808,0.258520829,0.06395076
28,Phyllospadix,Night,2,Before,Removal,Before_Removal,5,7/11/2019,04:41:00,2.98,33.4,14.5,1.026663,0.75652272,12.19614,7.494104521,2494.797996,2502.186375,0.801571968,1767.81,8.1,0.76,1.210226658,0.701362701,0.876969225,1.676495015,0.095203618,0.104830704,0.086620719,0.288638168,0.169309282,0.060181973
29,Phyllospadix,Night,2,Before,Control,Before_Control,5,7/11/2019,04:42:00,2.51,33.3,14.6,1.898358,0.738348,10.53303,7.469338522,2409.644028,2410.771485,0.732576512,1662.32,10.22,1.09,1.204133748,0.884732462,0.727606816,1.844177393,0.112990443,0.133160233,0.110585916,0.337778811,0.448481352,0.121491702
30,Mytilus,Night,2,Before,Control,Before_Control,5,7/11/2019,04:50:00,3.6,33.4,14.5,3.383468,16.584432,44.016978,7.385265974,2523.090261,2496.71619,0.628984106,1217.04,4.56,0.37,1.183190849,0.908468712,1.680656514,1.552626242,0.079118482,0.090131445,0.07617659,0.144579734,0.082226627,0.035316592
31,Mytilus,Night,2,Before,Control,Before_Control,5,7/11/2019,04:54:00,2.8,33.4,14.7,10.3312,1.8250448,77.390052,7.433667067,2250.627054,2251.498604,0.633522521,1027.36,5.65,0.32,1.320750506,0.676601585,0.48852357,0.999957766,0.15952185,0.172978766,0.130970055,0.847005182,0.48589182,0.160815519
32,Mytilus,Night,2,Before,Removal,Before_Removal,5,7/11/2019,04:52:00,3.05,33.4,14.6,3.635291,0.5906784,30.712098,7.408857215,2166.756934,2154.549735,0.573206571,1030.54,3.82,0.15,1.333836601,0.698469725,0.516588709,1.48402342,0.109705905,0.117989912,0.088459045,0.577896651,0.385328327,0.115573102
Ocean,Ocean,Day,1,After,Ocean,After_Ocean,1,8/5/2019,07:36:00,7.032258726,35.3,10.4,1.620707,8.481536,1.718547,7.630198058,2197.706017,2236.340194,0.846820483,369.19,1.97,2.74,1.167514152,0.915479944,0.71521646,1.59541618,0.028976434,0.034224703,0.029314166,0.071565669,0.06551725,0.035924353
1,Phyllospadix,Day,1,After,Control,After_Control,1,8/5/2019,07:45:00,7.452929318,35.5,10.8,1.233287,14.804824,2.4503154,7.695781211,2178.456803,2239.050617,0.994370952,500.15,1.77,0.37,0.867392635,1.094691622,0.544521593,1.394791305,0.050265862,0.05321074,0.061345621,0.432932525,0.240355227,0.110229281
2,Phyllospadix,Day,1,After,Removal,After_Removal,1,8/5/2019,07:47:00,7.94365272,34.6,10.9,1.394712,6.2399872,2.1176934,7.782316303,2142.048027,2227.672769,1.175544073,481.79,1.41,0.4,1.249459067,1.09466935,0.767786376,1.620036188,0.034320764,0.043007505,0.034420899,0.119387905,0.11310695,0.043689881
3,Phyllospadix,Day,1,After,Removal,After_Removal,1,8/5/2019,07:51:00,7.941676072,35.6,10.9,1.9371,7.2850336,1.496799,7.781956717,2142.581585,2232.220367,1.195478591,285.6,1.55,2.3,1.167039469,1.001558436,0.382048052,1.119207801,0.042260036,0.050107297,0.042935392,0.385011205,0.315247864,0.090907485
4,Phyllospadix,Day,1,After,Control,After_Control,1,8/5/2019,07:52:00,7.456467021,34.6,11,0.936265,2.3021312,1.7518092,7.690952705,2175.52572,2232.393158,0.97453558,372.24,2.38,1.08,1.116977556,0.996493375,0.715341715,1.484801272,0.033387948,0.038940516,0.034862398,0.157071891,0.102383654,0.01718002
5,Phyllospadix,Day,1,After,Control,After_Control,1,8/5/2019,07:54:00,9.00539643,34.5,11.7,0.6457,1.6963072,1.7850714,7.953577666,2070.870285,2220.518433,1.714946872,572.15,1.4,0.25,1.104641763,0.875550831,1.425134649,1.733780732,0.046186772,0.056542075,0.051185893,0.110254542,0.07999075,0.028065744
6,Phyllospadix,Day,1,After,Removal,After_Removal,1,8/5/2019,07:55:00,8.388395328,34.6,11.7,0.6147064,5.414552,3.0157728,7.841334424,2066.56078,2173.759464,1.336606953,392.79,0.61,0.21,1.086797787,0.93399541,0.891935477,1.673872105,0.040644333,0.046867956,0.043124817,0.099720242,0.12521361,0.023126368
7,Phyllospadix,Day,1,After,Removal,After_Removal,1,8/5/2019,08:05:00,7.990401594,35.8,11.2,1.239744,4.1044576,2.0289942,7.782612624,2121.241456,2212.132373,1.203552448,403.89,1.84,1.13,1.090527587,0.874437221,0.756249861,1.624456861,0.031944682,0.03660779,0.033568881,0.094160236,0.10319393,0.039126694
8,Phyllospadix,Day,1,After,Control,After_Control,1,8/5/2019,08:07:00,7.243267567,35.7,11.3,1.4237685,5.944648,3.9582018,7.643959899,2192.848214,2240.450337,0.910496664,561.83,4.35,0.55,1.022667483,1.070979357,0.545765039,1.846038433,0.055551278,0.067907612,0.066402436,0.52415025,0.201452813,0.070755659
9,Mytilus,Day,1,After,Control,After_Control,1,8/5/2019,08:14:00,6.224922058,34.4,10.9,1.569051,5.7856192,8.8810074,7.469649274,2188.929237,2180.42556,0.584097114,402.9,0.87,0.24,1.359543435,0.958900226,0.814373673,1.661347344,0.038197504,0.051485513,0.037869708,0.091839548,0.137919183,0.047786588
10,Mytilus,Day,1,After,Removal,After_Removal,1,8/5/2019,08:16:00,6.745870023,34.5,10.8,2.350348,10.904832,7.8831414,7.567154816,2169.978519,2190.300745,0.724528777,455.11,1.09,0.24,1.205562091,1.289173143,0.785041741,1.84055526,0.04307618,0.058856615,0.048820891,0.201857322,0.105234711,0.05035852
11,Mytilus,Day,1,After,Removal,After_Removal,1,8/5/2019,08:17:00,7.485499596,34.7,10.8,1.54968,10.22328,3.9803766,7.701706312,2134.981955,2194.75547,0.973974686,496.23,1.72,0.27,0.865111177,0.974009804,0.391504745,1.150628075,0.068675291,0.071800276,0.082995432,0.796906956,0.406910998,0.172370945
12,Mytilus,Day,1,After,Control,After_Control,1,8/5/2019,08:21:00,7.052988834,34.5,11.3,2.046869,9.693184,8.3598996,7.609344885,2098.609134,2132.773941,0.78806930100000006,404.27,0.76,0.2,1.895179516,0.813061651,0.253069286,1.357309542,0.099455003,0.119915437,0.06327392,0.785817878,0.53529607,0.20520612
13,Mytilus,Day,1,After,Control,After_Control,1,8/5/2019,08:26:00,6.535150315,34.7,11.5,2.240579,8.481536,10.865652,7.509668968,2099.707271,2107.166692,0.633788481,365.61,1.76,0.45,1.036891233,0.801300964,0.716977978,1.746317077,0.033780646,0.03751672,0.036181924,0.090180732,0.138601062,0.037395334
14,Mytilus,Day,1,After,Control,After_Control,1,8/5/2019,08:29:00,6.032589375,34.7,11.4,2.395547,11.434928,13.083132,7.420980421,2190.099079,2170.795747,0.535319144,265.5,0.57,0.15,0.787214201,0.919611788,0.45861599,1.655446988,0.054371282,0.053572644,0.068053452,0.67611247,0.372341873,0.152433997
15,Mytilus,Day,1,After,Removal,After_Removal,1,8/5/2019,08:32:00,9.217806488,35.7,11.1,1.007292,2.9079552,2.1176934,8.008634981,1974.64009,2145.415325,1.839009617,493.96,1.35,0.32,1.434933974,0.79261153,0.431155109,1.037103822,0.053219744,0.060238774,0.041980172,0.312458128,0.25581657,0.057377559
16,Mytilus,Day,1,After,Removal,After_Removal,1,8/5/2019,08:48:00,8.22,35.2,11.4,1.762761,18.591224,4.6123584,7.714816898,2122.452147,2190.634448,1.030912928,527.28,1.48,0.24,1.171448651,1.296976553,0.573044964,1.824770171,0.041520774,0.056088754,0.047879823,0.23467993,0.133640764,0.050321757
Ocean,Ocean,Day,2,After,Ocean,After_Ocean,1,8/6/2019,08:24:00,8.57,35,10.8,1.297857,9.466,1.7296344,7.62829207,2100.768842,2138.986778,0.814744654,468.11,1.17,0.23,1.202564171,1.001148991,1.591612035,1.687715704,0.032768344,0.039871765000000003,0.033155624,0.072825714,0.04644702,0.023373655
17,Mytilus,Day,2,After,Removal,After_Removal,1,8/6/2019,09:06:00,12.96,35.2,12.1,1.885444,5.187368,5.4217386,7.847062236,2010.340968,2123.674904,1.351916791,458.44,0.45,0.12,1.254296874,0.978603341,0.673908602,1.749537771,0.045654791,0.055160068,0.043976884,0.178794535,0.184839574,0.04213755
18,Phyllospadix,Day,2,After,Control,After_Control,1,8/6/2019,09:20:00,7.37,35.3,12.3,1.61425,6.5201808,5.7876228,7.634270201,2159.757232,2207.513897,0.906935119,481.27,0.77,0.33,1.137816093,0.99178517,1.043118796,1.639334872,0.04588296,0.054176154,0.047614157,0.148447119,0.161851008,0.049445638
19,Mytilus,Day,2,After,Control,After_Control,1,8/6/2019,09:05:00,8.9,35.3,11.5,1.685277,6.9442576,5.6323992,7.668505401,2117.497124,2171.951066,0.931006791,364.76,0.79,0.07,1.085343464,1.002297266,0.698384858,1.666234836,0.041498862,0.048180876,0.044392285,0.116592656,0.180163817,0.042115326
20,Phyllospadix,Day,2,After,Control,After_Control,1,8/6/2019,09:14:00,9.18,35.3,11.3,1.336599,5.8462016,5.6878362,7.782858802,2168.234971,2259.070353,1.225430714,584.25,0.97,0.41,1.164177449,1.114500949,0.551220469,1.353471731,0.045666164,0.057005688,0.048966494,0.227198505,0.228673533,0.059810577
21,Phyllospadix,Day,2,After,Removal,After_Removal,1,8/6/2019,09:08:00,16.06,35.1,13.2,0.923351,2.4384416,3.4260066,8.28293145,1681.221286,1984.149889,3.000342958,469.38,0.43,0.08,1.143004493,0.854227351,0.704612723,1.636008046,0.041637819,0.049681427,0.043465645,0.100950019,0.173932875,0.024643386
22,Phyllospadix,Day,2,After,Removal,After_Removal,1,8/6/2019,09:17:00,13.6,35.2,13,1.129975,4.7102816,3.6366672,8.014524465,1895.804213,2075.090974,1.908831103,566.26,1.37,0.23,0.823915756,0.685968313,1.485114308,2.19486727,0.185776755,0.244044744,0.296201089,0.2313978,0.200838914,0.050687492
23,Mytilus,Day,2,After,Removal,After_Removal,1,8/6/2019,08:58:00,9.13,35.3,12.1,1.439911,13.971816,4.157775,7.729159731,2068.861557,2143.935215,1.069395979,553.87,1.01,0.52,1.20921047,0.90711922,0.677640996,1.663728769,0.037136123,0.046789858,0.038694552,0.091537899,0.134394919,0.016930998
24,Mytilus,Day,2,After,Removal,After_Removal,1,8/6/2019,08:56:00,10.64,35.1,11.9,2.356805,12.49512,7.0737612,7.759750678,2084.229684,2168.797518,1.141305058,553.01,0.88,0.4,1.097192689,0.961556348,1.165095294,1.632096751,0.03406248,0.041249808,0.037595774,0.094926697,0.086721051,0.020614583
25,Mytilus,Day,2,After,Control,After_Control,1,8/6/2019,08:55:00,5.68,35.4,11.4,2.71194,12.040752,18.515958,7.487098509,2137.276603,2139.702632,0.617337565,470.16,0.77,0.68,1.077439106,0.853515637,0.797001332,1.715219928,0.041271797,0.048223872,0.044757863,0.108597167,0.11144384,0.028875766
26,Phyllospadix,Day,2,After,Removal,After_Removal,1,8/6/2019,08:36:00,10.32,35.1,11.4,0.981464,6.4293072,2.272917,7.899561667,2067.268564,2196.693065,1.517267621,543.1,0.92,0.36,1.134550081,0.961339999,0.785043238,1.600281791,0.030291388,0.034700706,0.030585433,0.075136131,0.08162039,0.021467209
27,Phyllospadix,Day,2,After,Control,After_Control,1,8/6/2019,08:35:00,8.76,35.2,11.2,1.601336,7.648528,4.5901836,7.76904885,2134.673154,2219.533941,1.162853296,458.39,0.77,0.28,1.067007022,0.909626049,0.875503862,1.617233838,0.031053753,0.03499083,0.032793439,0.068343759,0.107784634,0.022859976
28,Phyllospadix,Day,2,After,Removal,After_Removal,1,8/6/2019,08:33:00,12.53,35.3,11.5,0.884609,3.180576,0.78387918,7.998791449,2050.734646,2221.660361,1.886084629,543.68,1.5,0.47,1.047824497,0.911594272,0.795669921,1.599604471,0.030793741,0.033762373,0.032221401,0.076804511,0.105279564,0.048414416
29,Phyllospadix,Day,2,After,Control,After_Control,1,8/6/2019,08:29:00,11.08,35.8,11.2,1.2365155,3.2600904,1.385925,8.047414743,2010.894595,2202.723053,2.048586169,788.57,2.15,0.51,1.169314278,1.384056212,0.653536424,1.330151283,0.056240375,0.074540714,0.063747374,0.387008026,0.195978862,0.057926685
30,Mytilus,Day,2,After,Control,After_Control,1,8/6/2019,08:47:00,7.18,35.3,11.4,14.78653,21.355296,207.33438,7.483193386,2324.321288,2335.276173,0.664123145,512.19,0.55,0.31,1.460328933,0.603399421,1.005369014,1.923996303,0.107753918,0.143849696,0.098504996,0.263740716,0.22462511,0.058312393
31,Mytilus,Day,2,After,Control,After_Control,1,8/6/2019,08:45:00,8.1,35.3,11.6,2.382633,12.87376,13.526628,7.433332855,2168.452047,2155.176009,0.556067244,382.67,0.35,0.15,1.078750833,0.940512379,0.957053908,1.713763655,0.038202965,0.04392609,0.040719403,0.100390935,0.110054328,0.032130311
32,Mytilus,Day,2,After,Removal,After_Removal,1,8/6/2019,08:44:00,10.76,35.3,11,1.478653,8.70872,3.0712098,7.81252909,2094.913772,2192.810351,1.250644063,506.38,0.95,0.27,1.222163765,0.960639681,0.918024557,1.602412844,0.0310392,0.037445608,0.030638781,0.08402496,0.046898186,0.022355527
Ocean,Ocean,Day,1,After,Ocean,After_Ocean,4,8/5/2019,10:56:00,11.07,34.7,11.3,1.633621,7.799984,2.5057524,7.984420246,2062.062934,2223.680191,1.805257057,475.42,0.85,0.32,1.951505351,2.043933329,0.508144203,1.380590555,0.057821664,0.10450358,0.05355024,0.360543701,0.247527334,0.079432266
1,Phyllospadix,Day,1,After,Control,After_Control,4,8/5/2019,11:01:00,12.15,35.3,12.4,0.761926,12.87376,2.5611894,7.672562443,2241.169642,2301.297003,1.031162592,866.44,1.53,0.36,1.150214391,1.537078887,1.338117745,1.696504714,0.063185061,0.091030488,0.079142191,0.136332256,0.080655626,0.025194252
2,Phyllospadix,Day,1,After,Removal,After_Removal,4,8/5/2019,11:03:00,20.62,34.9,13.5,1.362427,5.5054256,5.3108646,8.390134773,1716.153089,2097.089666,3.82841213,562.31,0.69,0.25,0.996928857,0.921358882,0.945956873,1.680109464,0.090564021,0.113489489,0.113839105,0.261625403,0.162461432,0.049177928
3,Phyllospadix,Day,1,After,Removal,After_Removal,4,8/5/2019,11:05:00,21.25,34.8,13.6,1.556137,2.9836832,2.8161996,8.348254291,1760.675725,2118.299499,3.621629818,572.52,0.65,0.16,1.024503051,0.84217184,0.392654508,1.500947745,0.043954025,0.046891408,0.045769906,0.16643298,0.255132347,0.036654436
4,Phyllospadix,Day,1,After,Control,After_Control,4,8/5/2019,11:06:00,13.92,34.9,14.3,0.736098,1.70388,4.7010576,7.953986158,2007.657394,2173.215795,1.854124407,563.95,0.65,0.32,1.430095797,1.182260976,0.655345111,1.657017264,0.068588115,0.096009186,0.067134793,0.436967306,0.167580039,0.052972195
5,Phyllospadix,Day,1,After,Control,After_Control,4,8/5/2019,11:08:00,20.85,35.9,14,0.684442,0.7799984,4.7786694,8.161467943,2014.573156,2290.772152,2.914478287,885.69,0.44,0.32,1.06903011,1.015681458,0.994282733,1.66967861,0.064218881,0.074848315,0.070015161,0.219847814,0.114758431,0.041503924
6,Phyllospadix,Day,1,After,Removal,After_Removal,4,8/5/2019,11:10:00,24.25,34.9,16.2,1.188088,2.7678584,5.100204,8.581197252,1414.886052,1925.078284,4.956759185,485.8,0.15,0.09,0.941817657,0.788313219,1.075338196,1.587847157,0.082593719,0.084772379,0.090009333,0.226772949,0.192838297,0.044633783
7,Phyllospadix,Day,1,After,Removal,After_Removal,4,8/5/2019,11:17:00,14.73,35,13.6,1.452825,2.499024,5.876322,8.132898028,1850.745384,2087.82276,2.449464121,640.16,1.48,0.32,1.219657635,1.133567078,0.874723756,1.46542817,0.056443067,0.069916767,0.057324912,0.269973263,0.084587949,0.039824424
8,Phyllospadix,Day,1,After,Control,After_Control,4,8/5/2019,11:19:00,9.32,34.8,14.2,1.2914,2.8738776,5.599137,7.787906361,2195.26724,2301.746706,1.396113785,1333.27,6.37,0.41,1.33109677,0.898170283,1.587027668,1.740918099,0.082100728,0.111381621,0.083676577,0.167189177,0.166464429,0.047594685
9,Mytilus,Day,1,After,Control,After_Control,4,8/5/2019,11:24:00,11.35,35.2,12.9,2.188923,7.0275584,16.187604,7.490651997,2133.8025940000002,2142.008587,0.658374834,896.79,0.39,0.2,0.962899385,0.981227549,0.381760736,1.169883562,0.065515945,0.071773344,0.074538778,0.830830433,0.443066383,0.126612826
10,Mytilus,Day,1,After,Removal,After_Removal,4,8/5/2019,11:26:00,16.82,34.8,13.4,3.887114,12.87376,13.748376,8.055685982,1904.162228,2106.340451,2.114139183,510.25,0.72,0.21,1.036514996,0.856969033,0.410859879,1.377487353,0.069773706,0.075413186,0.072756483,0.589453055,0.392969886,0.088636402
11,Mytilus,Day,1,After,Removal,After_Removal,4,8/5/2019,11:28:00,18.14,34.8,13.4,1.498024,7.269888,5.8319724,8.153114494,1842.579127,2086.78525,2.51792169,497.03,0.65,0.15,1.008582393,0.884678034,0.676248312,1.647746902,0.035983905,0.03862588,0.038297198,0.108309839,0.148138639,0.030877377
12,Mytilus,Day,1,After,Control,After_Control,4,8/5/2019,11:35:00,14.64,34.7,14.9,2.040412,6.2248416,11.309148,7.955860108,1746.349853,1903.246775,1.652112938,485.36,0.71,0.09,0.889992554,0.823062093,0.538391093,1.379872401,0.095034122,0.102353644,0.115005057,0.504656671,0.329476435,0.092916204
13,Mytilus,Day,1,After,Control,After_Control,4,8/5/2019,11:37:00,12.16,34.7,15.1,2.679655,8.935904,17.296344,7.76986861,1807.280048,1902.44555,1.142097822,456.26,3.85,0.08,0.99797447,0.86648885,0.845332107,1.80583141,0.055217597,0.061454725,0.061579457,0.171946059,0.20371509,0.025005299
14,Mytilus,Day,1,After,Control,After_Control,4,8/5/2019,11:38:00,6.97,34.9,13.8,2.330977,9.08736,17.18547,7.45504912,2189.041156,2189.245403,0.641679209,919.97,1.01,0.09,0.872773051,0.867849614,1.182497185,2.04208731,0.063920939,0.068020346,0.077935892,0.203417375,0.182589091,0.034462878
15,Mytilus,Day,1,After,Removal,After_Removal,4,8/5/2019,11:40:00,31.02,34.8,15.2,1.659449,1.400968,2.494665,8.782253437,1307.818335,1952.23097,6.2315204809999996,643.68,1.08,0.21,1.122866624,0.825350373,0.940259595,1.609330505,0.051636819,0.056414484,0.050241483,0.143698145,0.08628642,0.040298942
16,Mytilus,Day,1,After,Removal,After_Removal,4,8/5/2019,11:43:00,9.95,34.7,14.9,1.911272,16.963072,6.9074502,7.822404742,2013.307174,2130.798944,1.41933371,617,0.89,0.21,1.077313944,0.82167353,0.857271308,1.640784799,0.034541052,0.037657495,0.034954987,0.085314472,0.090911358,0.036718599
Ocean,Ocean,Day,2,After,Ocean,After_Ocean,4,8/6/2019,11:31:00,11.55,35.1,11.7,1.117061,8.481536,2.1398682,8.004573847,2003.629583,2175.176726,1.874439947,499.61,0.68,0.24,1.031145317,0.956854502,1.414475507,1.614653245,0.034941428,0.039944725,0.038738211,0.083848378,0.060787436,0.019552392
17,Mytilus,Day,2,After,Removal,After_Removal,4,8/6/2019,12:04:00,21.26,35.1,15.5,2.789424,3.4607696,8.5594728,8.306995882,1646.688596,1985.901614,3.35348921,422,0.17,0.12,0.988413551,0.878996132,0.925382236,1.705776273,0.112808183,0.124337446,0.125794963,0.54547932,0.350906089,0.108429986
18,Phyllospadix,Day,2,After,Control,After_Control,4,8/6/2019,12:13:00,9.4,35.8,15,1.459282,4.1196032,10.0119222,7.77632095,2028.055469,2133.917184,1.318925207,540.12,0.32,0.27,1.057998594,0.927520355,1.31343068,1.727877069,0.059383457,0.069924081,0.066090901,0.19266656,0.167037581,0.036971772
19,Mytilus,Day,2,After,Control,After_Control,4,8/6/2019,12:03:00,11.76,35.4,14,2.595714,7.724256,14.746242,7.773068499,1946.003966,2043.163881,1.199741314,277.46,0.13,0.08,0.962301614,0.891694943,0.926544349,1.61742216,0.06364104,0.06711726,0.069746594,0.228016039,0.199169699,0.033379772
20,Phyllospadix,Day,2,After,Control,After_Control,4,8/6/2019,12:08:00,11.25,35.9,12.8,1.401169,3.0897024,6.4972164,7.953345855,2171.416702,2340.714987,1.920085017,734.78,0.64,0.23,1.033271563,0.934990327,0.978737776,1.768849901,0.060482768,0.072376229,0.070045699,0.137346868,0.137295344,0.03261988
21,Phyllospadix,Day,2,After,Removal,After_Removal,4,8/6/2019,12:06:00,23.16,34.9,18.5,1.213916,1.0753376,6.0648078,8.735935283,1025.445225,1589.150609,5.003952146,539.89,0.19,0.11,1.11330072,0.861981958,0.851583209,1.719456269,0.100438584,0.112211991,0.100792166,0.306616279,0.252034148,0.069196321
22,Phyllospadix,Day,2,After,Removal,After_Removal,4,8/6/2019,12:10:00,22.26,35.1,18.7,1.129975,1.249512,5.765448,8.543400772,1298.286472,1785.995561,4.622218187,719.99,0.71,0.24,0.994222132,0.862225237,1.04202638,1.619927397,0.061927998,0.067095364,0.067485285,0.188368953,0.085623704,0.02514473
23,Mytilus,Day,2,After,Removal,After_Removal,4,8/6/2019,11:56:00,15.3,35.2,16.5,1.284943,7.989304,8.9142696,8.060874475,1712.215649,1925.632354,2.177441413,734.37,0.69,0.41,0.833481378,1.187519707,0.90775141,2.033256401,0.157548344,0.178967595,0.214722968,1.264260555,0.626997069,0.200159552
24,Mytilus,Day,2,After,Removal,After_Removal,4,8/6/2019,11:55:00,17.76,35.2,14.7,1.129975,3.1654304,6.597003,8.23522103,1739.327311,2034.880065,2.978383391,622.23,0.68,0.28,1.029725011,0.805781381,0.885959004,0.889599854,0.04341877,0.046982639,0.045626394,0.14394006,0.103451226,0.022255727
25,Mytilus,Day,2,After,Control,After_Control,4,8/6/2019,11:53:00,5,35.6,13.1,4.77818,14.76696,33.927444,7.47112762,2229.509639,2235.431732,0.667394299,546.61,0.28,0.12,1.085773211,0.889603188,0.79668834,1.819819666,0.063398168,0.075103989,0.069170972,0.183927844,0.244008938,0.05198622
26,Phyllospadix,Day,2,After,Removal,After_Removal,4,8/6/2019,11:38:00,29.86,35.3,15.8,1.233287,3.6500896,6.5304786,8.528259775,1429.275359,1898.743971,4.513612351,485.1,0.28,0.16,0.940160037,0.9319037,1.265718069,1.736089231,0.077879435,0.086288599,0.091780756,0.18753213,0.128162311,0.03330636
27,Phyllospadix,Day,2,After,Control,After_Control,4,8/6/2019,11:37:00,12.02,36.1,12.4,1.659449,5.528144,9.5684262,7.704219514,2213.200574,2286.828825,1.108921267,489.77,0.39,0.12,1.272285414,0.844014707,0.784224389,1.710704041,0.081477881,0.095365655,0.074956181,0.266048624,0.133514557,0.047705483
28,Phyllospadix,Day,2,After,Removal,After_Removal,4,8/6/2019,11:35:00,26.73,35.3,14.6,1.194545,1.4161136,6.153507,8.63766085,1449.641103,1999.447184,5.356780389,764.28,0.57,0.33,0.940906383,0.816892965,1.257185713,1.653127587,0.063651297,0.066484642,0.070660209,0.136269862,0.162517075,0.031416962
29,Phyllospadix,Day,2,After,Control,After_Control,4,8/6/2019,11:34:00,19.14,36.4,14.4,1.020206,1.9954328,5.820885,8.403538648,1783.612652,2210.51586,4.303274141,1531.19,1.21,0.43,1.018738091,0.865155396,1.246658705,1.730338109,0.075286828,0.085799928,0.084221772,0.203304801,0.212293164,0.031504194
30,Mytilus,Day,2,After,Control,After_Control,4,8/6/2019,11:50:00,11.31,35.3,14.5,7.94211,33.774688,252.79272,7.558543958,2291.043068,2331.689449,0.883960776,486.29,0.23,0.25,1.04441482,0.868588913,1.249031071,1.735760374,0.075694161,0.085173489,0.081551398,0.211408268,0.146737909,0.042378442
31,Mytilus,Day,2,After,Control,After_Control,4,8/6/2019,11:48:00,12.56,35.1,15.5,3.603006,14.842688,21.398682,7.471815088,2098.007011,2112.027363,0.687806866,451.14,0.2,0.21,1.074297841,0.851399389,0.694527452,1.584424847,0.103667801,0.12056281,0.112224753,0.535410948,0.268812722,0.095873906
32,Mytilus,Day,2,After,Removal,After_Removal,4,8/6/2019,11:47:00,22.01,35.3,13,1.775675,7.118432,5.155641,8.304809085,1732.056204,2055.298406,3.218126509,523.67,0.55,0.13,1.051507018,0.874685414,0.79426182,1.571872058,0.033347444,0.036797859,0.034995353,0.087548722,0.098004838,0.01456034
Ocean,Ocean,Night,2,After,Ocean,After_Ocean,1,8/8/2019,23:46:00,7.86,34.9,11.4,1.03312,2.7943632,3.6699294,7.868693484,2081.341821,2198.88921,1.421439831,355.07,0.76,0.43,1.209575541,0.776474704,0.570970545,1.819555845,0.066648998,0.074400737,0.06150979,0.219436286,0.112847462,0.044223883
1,Phyllospadix,Night,2,After,Control,After_Control,1,8/8/2019,23:54:00,6.28,35.4,11.8,0.6030838,4.846592,1.5300612,7.927589311,2066.033628,2209.766752,1.647072679,747,1.56,0.61,1.279422685,0.92869588300000006,1.053214232,1.563376939,0.029501389,0.037171315,0.029053194,0.05311895,0.064487292,0.006487974
2,Phyllospadix,Night,2,After,Removal,After_Removal,1,8/8/2019,23:59:00,6.66,35.4,11.5,0.83941,1.8856272,2.106606,7.931206712,2076.6457,2220.691406,1.649350705,729.72,1.09,0.49,1.140732734,1.076026333,0.49779571,1.400674701,0.025857836,0.032449157,0.028445889,0.139048743,0.102099589,0.037118071
3,Phyllospadix,Night,2,After,Removal,After_Removal,1,8/9/2019,00:04:00,6.81,35.4,11.5,0.90398,1.7265984,2.6277138,7.942201405,2062.387857,2210.361101,1.678206124,750.27,1.33,0.72,0.890302159,0.784849134,1.679263488,1.73005538,0.046045994,0.04950052,0.055599685,0.079045781,0.046443734,0.019464672
4,Phyllospadix,Night,2,After,Control,After_Control,1,8/9/2019,00:06:00,5.7,35.4,11.5,0.891066,2.3172768,5.044767,7.844335503,2112.426703,2224.493814,1.383561639,675.64,1.75,0.65,1.221604488,1.034121395,1.227957023,1.584259551,0.033889815,0.040746118,0.033354591,0.074538301,0.046862885,0.01439057
