"","PoolID","Foundation_spp","Removal_Control","Before_After","Species","Count","Phylum","Class","Order_Family","Functional_Group","paper"
"207",15,"Mytilus","Removal","After","Littorina.spp",24,"Mollusca","Gastropoda","Littorinimorpha","Herbivore","Russelletal2006"
"208",15,"Mytilus","Removal","After","Lottia.spp",47,"Mollusca","Gastropoda","Lottiidae","Herbivore","Russelletal2006"
"209",15,"Mytilus","Removal","After","Pagarus.spp",26,"Arthropoda","Malacostraca","Decapoda","Omnivores","Russelletal2006"
"210",15,"Mytilus","Removal","After","Anisodris.nobilis",1,"Mollusca","Gastropoda","Nudibranchia","Carnivore","Russelletal2006"
"211",15,"Mytilus","Removal","After","Strongylocentrotus.purpuratus",20,"Echinodermata","Echinoidea","Camarodonta","Herbivore","Russelletal2006"
"212",15,"Mytilus","Removal","After","Pisaster.ochraceus",1,"Echinodermata","Asteroidea","Forcipulatida","Carnivore","Russelletal2006"
"213",15,"Mytilus","Removal","After","Sculpin",7,"Chordata","Actinopterygii","Scorpaeniformes","Carnivore","Russelletal2006"
"214",16,"Mytilus","Removal","After","Nuttalina.spp",6,"Mollusca","Polyplacophora","Chitonida","Herbivore","Russelletal2006"
"215",16,"Mytilus","Removal","After","Katharina.tunicata",4,"Mollusca","Polyplacophora","Chitonida","Herbivore","Russelletal2006"
"216",16,"Mytilus","Removal","After","Tonicella.spp",2,"Mollusca","Polyplacophora","Chitonida","Herbivore","Russelletal2006"
"217",16,"Mytilus","Removal","After","Leptochiton.spp",1,"Mollusca","Polyplacophora","Chitonida","Herbivore","Russelletal2006"
"218",16,"Mytilus","Removal","After","Mopalia.spp",7,"Mollusca","Polyplacophora","Chitonida","Herbivore","Russelletal2006"
"219",16,"Mytilus","Removal","After","Nucella.ostrina",88,"Mollusca","Gastropoda","Neogastropoda","Carnivore","Russelletal2006"
"220",16,"Mytilus","Removal","After","Nucella.canaliculata",1,"Mollusca","Gastropoda","Neogastropoda","Carnivore","Russelletal2006"
"221",16,"Mytilus","Removal","After","Ocinebria.lurida",1,"Mollusca","Gastropoda","Neogastropoda","Carnivore","Russelletal2006"
"222",16,"Mytilus","Removal","After","Nucella.lamellosa",1,"Mollusca","Gastropoda","Neogastropoda","Carnivore","Russelletal2006"
"223",16,"Mytilus","Removal","After","Amphissa.spp",2,"Mollusca","Gastropoda","Neogastropoda","Herbivore","Russelletal2006"
"224",16,"Mytilus","Removal","After","Callistoma.canaliculata",2,"Mollusca","Gastropoda","Trochida","Herbivore","Russelletal2006"
"225",16,"Mytilus","Removal","After","Lirabuccinum.dirum",3,"Mollusca","Gastropoda","Neogastropoda","Carnivore","Russelletal2006"
"226",16,"Mytilus","Removal","After","Littorina.spp",9079,"Mollusca","Gastropoda","Littorinimorpha","Herbivore","Russelletal2006"
"227",16,"Mytilus","Removal","After","Tegula.funebralis",14,"Mollusca","Gastropoda","Trochida","Herbivore","Russelletal2006"
"228",16,"Mytilus","Removal","After","Lottia.spp",1074,"Mollusca","Gastropoda","Lottiidae","Herbivore","Russelletal2006"
"229",16,"Mytilus","Removal","After","Tectura.persona",4,"Mollusca","Gastropoda","Lottiidae","Herbivore","Russelletal2006"
"230",16,"Mytilus","Removal","After","Hemigrapsus.nudus",1,"Arthropoda","Malacostraca","Decapoda","Omnivores","Russelletal2006"
"231",16,"Mytilus","Removal","After","Pagarus.spp",70,"Arthropoda","Malacostraca","Decapoda","Omnivores","Russelletal2006"
"232",16,"Mytilus","Removal","After","Petrolisthes.spp",1,"Arthropoda","Malacostraca","Decapoda","Herbivore","Russelletal2006"
"233",16,"Mytilus","Removal","After","Cancer.spp",3,"Arthropoda","Malacostraca","Decapoda","Carnivore","Russelletal2006"
"234",16,"Mytilus","Removal","After","Strongylocentrotus.purpuratus",15,"Echinodermata","Echinoidea","Camarodonta","Herbivore","Russelletal2006"
"235",16,"Mytilus","Removal","After","Leptasterias.hexactis",1,"Echinodermata","Asteroidea","Forcipulatida","Carnivore","Russelletal2006"
"236",16,"Mytilus","Removal","After","Sculpin",46,"Chordata","Actinopterygii","Scorpaeniformes","Carnivore","Russelletal2006"
"237",17,"Mytilus","Removal","After","Tonicella.spp",1,"Mollusca","Polyplacophora","Chitonida","Herbivore","Russelletal2006"
"238",17,"Mytilus","Removal","After","Nucella.ostrina",1,"Mollusca","Gastropoda","Neogastropoda","Carnivore","Russelletal2006"
"239",17,"Mytilus","Removal","After","Nucella.canaliculata",1,"Mollusca","Gastropoda","Neogastropoda","Carnivore","Russelletal2006"
"240",17,"Mytilus","Removal","After","Bittium.eschrichtii",1,"Mollusca","Gastropoda","Cerithiidae","Herbivore","Russelletal2006"
"241",17,"Mytilus","Removal","After","Amphissa.spp",1,"Mollusca","Gastropoda","Neogastropoda","Herbivore","Russelletal2006"
"242",17,"Mytilus","Removal","After","Callistoma.canaliculata",8,"Mollusca","Gastropoda","Trochida","Herbivore","Russelletal2006"
"243",17,"Mytilus","Removal","After","Littorina.spp",5,"Mollusca","Gastropoda","Littorinimorpha","Herbivore","Russelletal2006"
"244",17,"Mytilus","Removal","After","Tegula.funebralis",7,"Mollusca","Gastropoda","Trochida","Herbivore","Russelletal2006"
"245",17,"Mytilus","Removal","After","Pagarus.spp",15,"Arthropoda","Malacostraca","Decapoda","Omnivores","Russelletal2006"
"246",17,"Mytilus","Removal","After","Heptacarpus.sitchensis",1,"Arthropoda","Malacostraca","Decapoda","Omnivores","Russelletal2006"
"247",17,"Mytilus","Removal","After","Strongylocentrotus.purpuratus",56,"Echinodermata","Echinoidea","Camarodonta","Herbivore","Russelletal2006"
"248",17,"Mytilus","Removal","After","Leptasterias.hexactis",1,"Echinodermata","Asteroidea","Forcipulatida","Carnivore","Russelletal2006"
"249",17,"Mytilus","Removal","After","Sculpin",2,"Chordata","Actinopterygii","Scorpaeniformes","Carnivore","Russelletal2006"
"250",17,"Mytilus","Removal","After","Gunnel",1,"Chordata","Actinopterygii","Perciformes","Carnivore","Russelletal2006"
"251",18,"Phyllospadix","Control","After","Leptochiton.spp",4,"Mollusca","Polyplacophora","Chitonida","Herbivore","Russelletal2006"
"252",18,"Phyllospadix","Control","After","Mopalia.spp",12,"Mollusca","Polyplacophora","Chitonida","Herbivore","Russelletal2006"
"253",18,"Phyllospadix","Control","After","Nucella.ostrina",11,"Mollusca","Gastropoda","Neogastropoda","Carnivore","Russelletal2006"
"254",18,"Phyllospadix","Control","After","Nucella.canaliculata",1,"Mollusca","Gastropoda","Neogastropoda","Carnivore","Russelletal2006"
"255",18,"Phyllospadix","Control","After","Nucella.lamellosa",2,"Mollusca","Gastropoda","Neogastropoda","Carnivore","Russelletal2006"
"256",18,"Phyllospadix","Control","After","Amphissa.spp",5,"Mollusca","Gastropoda","Neogastropoda","Herbivore","Russelletal2006"
"257",18,"Phyllospadix","Control","After","Callistoma.canaliculata",2,"Mollusca","Gastropoda","Trochida","Herbivore","Russelletal2006"
"258",18,"Phyllospadix","Control","After","Littorina.spp",3374,"Mollusca","Gastropoda","Littorinimorpha","Herbivore","Russelletal2006"
"259",18,"Phyllospadix","Control","After","Tegula.funebralis",197,"Mollusca","Gastropoda","Trochida","Herbivore","Russelletal2006"
"260",18,"Phyllospadix","Control","After","Alia.carinata",4,"Mollusca","Gastropoda","Neogastropoda","Carnivore","Russelletal2006"
"261",18,"Phyllospadix","Control","After","Lottia.spp",550,"Mollusca","Gastropoda","Lottiidae","Herbivore","Russelletal2006"
"262",18,"Phyllospadix","Control","After","Diodora.aspera",1,"Mollusca","Gastropoda","Fissurellidae","Omnivores","Russelletal2006"
"263",18,"Phyllospadix","Control","After","Pagarus.spp",448,"Arthropoda","Malacostraca","Decapoda","Omnivores","Russelletal2006"
"264",18,"Phyllospadix","Control","After","Pugettia.producta",1,"Arthropoda","Malacostraca","Decapoda","Omnivores","Russelletal2006"
"265",18,"Phyllospadix","Control","After","Petrolisthes.spp",13,"Arthropoda","Malacostraca","Decapoda","Herbivore","Russelletal2006"
"266",18,"Phyllospadix","Control","After","Cancer.spp",1,"Arthropoda","Malacostraca","Decapoda","Carnivore","Russelletal2006"
"267",18,"Phyllospadix","Control","After","Heptacarpus.sitchensis",1,"Arthropoda","Malacostraca","Decapoda","Omnivores","Russelletal2006"
"268",18,"Phyllospadix","Control","After","Idotea.spp",3,"Arthropoda","Malacostraca","Isopoda","Herbivore","Russelletal2006"
"269",18,"Phyllospadix","Control","After","Strongylocentrotus.purpuratus",139,"Echinodermata","Echinoidea","Camarodonta","Herbivore","Russelletal2006"
"270",18,"Phyllospadix","Control","After","Sculpin",18,"Chordata","Actinopterygii","Scorpaeniformes","Carnivore","Russelletal2006"
"271",19,"Mytilus","Control","After","Cyanoplax.hartwegii",1,"Mollusca","Polyplacophora","Chitonida","Herbivore","Russelletal2006"
"272",19,"Mytilus","Control","After","Tonicella.spp",6,"Mollusca","Polyplacophora","Chitonida","Herbivore","Russelletal2006"
"273",19,"Mytilus","Control","After","Leptochiton.spp",2,"Mollusca","Polyplacophora","Chitonida","Herbivore","Russelletal2006"
"274",19,"Mytilus","Control","After","Mopalia.spp",3,"Mollusca","Polyplacophora","Chitonida","Herbivore","Russelletal2006"
"275",19,"Mytilus","Control","After","Nucella.ostrina",1,"Mollusca","Gastropoda","Neogastropoda","Carnivore","Russelletal2006"
"276",19,"Mytilus","Control","After","Nucella.canaliculata",1,"Mollusca","Gastropoda","Neogastropoda","Carnivore","Russelletal2006"
"277",19,"Mytilus","Control","After","Bittium.eschrichtii",3,"Mollusca","Gastropoda","Cerithiidae","Herbivore","Russelletal2006"
"278",19,"Mytilus","Control","After","Amphissa.spp",4,"Mollusca","Gastropoda","Neogastropoda","Herbivore","Russelletal2006"
"279",19,"Mytilus","Control","After","Callistoma.canaliculata",17,"Mollusca","Gastropoda","Trochida","Herbivore","Russelletal2006"
"280",19,"Mytilus","Control","After","Lirabuccinum.dirum",5,"Mollusca","Gastropoda","Neogastropoda","Carnivore","Russelletal2006"
"281",19,"Mytilus","Control","After","Littorina.spp",4,"Mollusca","Gastropoda","Littorinimorpha","Herbivore","Russelletal2006"
"282",19,"Mytilus","Control","After","Tegula.funebralis",17,"Mollusca","Gastropoda","Trochida","Herbivore","Russelletal2006"
"283",19,"Mytilus","Control","After","Lottia.spp",469,"Mollusca","Gastropoda","Lottiidae","Herbivore","Russelletal2006"
"284",19,"Mytilus","Control","After","Tectura.persona",2,"Mollusca","Gastropoda","Lottiidae","Herbivore","Russelletal2006"
"285",19,"Mytilus","Control","After","Pagarus.spp",26,"Arthropoda","Malacostraca","Decapoda","Omnivores","Russelletal2006"
"286",19,"Mytilus","Control","After","Petrolisthes.spp",2,"Arthropoda","Malacostraca","Decapoda","Herbivore","Russelletal2006"
"287",19,"Mytilus","Control","After","Cancer.spp",2,"Arthropoda","Malacostraca","Decapoda","Carnivore","Russelletal2006"
"288",19,"Mytilus","Control","After","Idotea.spp",2,"Arthropoda","Malacostraca","Isopoda","Herbivore","Russelletal2006"
"289",19,"Mytilus","Control","After","Strongylocentrotus.purpuratus",248,"Echinodermata","Echinoidea","Camarodonta","Herbivore","Russelletal2006"
"290",19,"Mytilus","Control","After","Sculpin",6,"Chordata","Actinopterygii","Scorpaeniformes","Carnivore","Russelletal2006"
"291",19,"Mytilus","Control","After","Gunnel",1,"Chordata","Actinopterygii","Perciformes","Carnivore","Russelletal2006"
"292",20,"Phyllospadix","Control","After","Tonicella.spp",10,"Mollusca","Polyplacophora","Chitonida","Herbivore","Russelletal2006"
"293",20,"Phyllospadix","Control","After","Leptochiton.spp",3,"Mollusca","Polyplacophora","Chitonida","Herbivore","Russelletal2006"
"294",20,"Phyllospadix","Control","After","Mopalia.spp",1,"Mollusca","Polyplacophora","Chitonida","Herbivore","Russelletal2006"
"295",20,"Phyllospadix","Control","After","Bittium.eschrichtii",2,"Mollusca","Gastropoda","Cerithiidae","Herbivore","Russelletal2006"
"296",20,"Phyllospadix","Control","After","Amphissa.spp",1,"Mollusca","Gastropoda","Neogastropoda","Herbivore","Russelletal2006"
"297",20,"Phyllospadix","Control","After","Callistoma.canaliculata",2,"Mollusca","Gastropoda","Trochida","Herbivore","Russelletal2006"
"298",20,"Phyllospadix","Control","After","Lirabuccinum.dirum",10,"Mollusca","Gastropoda","Neogastropoda","Carnivore","Russelletal2006"
"299",20,"Phyllospadix","Control","After","Littorina.spp",9,"Mollusca","Gastropoda","Littorinimorpha","Herbivore","Russelletal2006"
"300",20,"Phyllospadix","Control","After","Tegula.funebralis",281,"Mollusca","Gastropoda","Trochida","Herbivore","Russelletal2006"
"301",20,"Phyllospadix","Control","After","Alia.carinata",16,"Mollusca","Gastropoda","Neogastropoda","Carnivore","Russelletal2006"
"302",20,"Phyllospadix","Control","After","Lottia.spp",151,"Mollusca","Gastropoda","Lottiidae","Herbivore","Russelletal2006"
"303",20,"Phyllospadix","Control","After","Acmaea.mitra",8,"Mollusca","Gastropoda","Acmaeidae","Herbivore","Russelletal2006"
"304",20,"Phyllospadix","Control","After","Hemigrapsus.nudus",3,"Arthropoda","Malacostraca","Decapoda","Omnivores","Russelletal2006"
"305",20,"Phyllospadix","Control","After","Pagarus.spp",193,"Arthropoda","Malacostraca","Decapoda","Omnivores","Russelletal2006"
"306",20,"Phyllospadix","Control","After","Pugettia.producta",18,"Arthropoda","Malacostraca","Decapoda","Omnivores","Russelletal2006"
"307",20,"Phyllospadix","Control","After","Cancer.spp",4,"Arthropoda","Malacostraca","Decapoda","Carnivore","Russelletal2006"
"308",20,"Phyllospadix","Control","After","Heptacarpus.sitchensis",3,"Arthropoda","Malacostraca","Decapoda","Omnivores","Russelletal2006"
"309",20,"Phyllospadix","Control","After","Eupentacta.quinquesemita",1,"Echinodermata","Holothuroidea","Dendrochirotida","SuspensionFeeder","Russelletal2006"
"310",20,"Phyllospadix","Control","After","Strongylocentrotus.purpuratus",6,"Echinodermata","Echinoidea","Camarodonta","Herbivore","Russelletal2006"
"311",20,"Phyllospadix","Control","After","Henricia.spp",1,"Echinodermata","Asteroidea","Spinulosida","Carnivore","Russelletal2006"
"312",20,"Phyllospadix","Control","After","Sculpin",15,"Chordata","Actinopterygii","Scorpaeniformes","Carnivore","Russelletal2006"
"313",20,"Phyllospadix","Control","After","Gunnel",6,"Chordata","Actinopterygii","Perciformes","Carnivore","Russelletal2006"
"314",21,"Phyllospadix","Removal","After","Tonicella.spp",1,"Mollusca","Polyplacophora","Chitonida","Herbivore","Russelletal2006"
"315",21,"Phyllospadix","Removal","After","Mopalia.spp",2,"Mollusca","Polyplacophora","Chitonida","Herbivore","Russelletal2006"
"316",21,"Phyllospadix","Removal","After","Littorina.spp",10,"Mollusca","Gastropoda","Littorinimorpha","Herbivore","Russelletal2006"
"317",21,"Phyllospadix","Removal","After","Tegula.funebralis",21,"Mollusca","Gastropoda","Trochida","Herbivore","Russelletal2006"
"318",21,"Phyllospadix","Removal","After","Lottia.spp",26,"Mollusca","Gastropoda","Lottiidae","Herbivore","Russelletal2006"
"319",21,"Phyllospadix","Removal","After","Acmaea.mitra",1,"Mollusca","Gastropoda","Acmaeidae","Herbivore","Russelletal2006"
"320",21,"Phyllospadix","Removal","After","Pagarus.spp",15,"Arthropoda","Malacostraca","Decapoda","Omnivores","Russelletal2006"
"321",21,"Phyllospadix","Removal","After","Heptacarpus.sitchensis",1,"Arthropoda","Malacostraca","Decapoda","Omnivores","Russelletal2006"
"322",21,"Phyllospadix","Removal","After","Sculpin",15,"Chordata","Actinopterygii","Scorpaeniformes","Carnivore","Russelletal2006"
"323",22,"Phyllospadix","Removal","After","Leptochiton.spp",2,"Mollusca","Polyplacophora","Chitonida","Herbivore","Russelletal2006"
"324",22,"Phyllospadix","Removal","After","Bittium.eschrichtii",1,"Mollusca","Gastropoda","Cerithiidae","Herbivore","Russelletal2006"
"325",22,"Phyllospadix","Removal","After","Littorina.spp",85,"Mollusca","Gastropoda","Littorinimorpha","Herbivore","Russelletal2006"
"326",22,"Phyllospadix","Removal","After","Tegula.funebralis",282,"Mollusca","Gastropoda","Trochida","Herbivore","Russelletal2006"
"327",22,"Phyllospadix","Removal","After","Lottia.spp",133,"Mollusca","Gastropoda","Lottiidae","Herbivore","Russelletal2006"
"328",22,"Phyllospadix","Removal","After","Pagarus.spp",70,"Arthropoda","Malacostraca","Decapoda","Omnivores","Russelletal2006"
"329",22,"Phyllospadix","Removal","After","Heptacarpus.sitchensis",1,"Arthropoda","Malacostraca","Decapoda","Omnivores","Russelletal2006"
"330",22,"Phyllospadix","Removal","After","Idotea.spp",1,"Arthropoda","Malacostraca","Isopoda","Herbivore","Russelletal2006"
"331",22,"Phyllospadix","Removal","After","Sculpin",21,"Chordata","Actinopterygii","Scorpaeniformes","Carnivore","Russelletal2006"
"332",23,"Mytilus","Removal","After","Cyanoplax.hartwegii",3,"Mollusca","Polyplacophora","Chitonida","Herbivore","Russelletal2006"
"333",23,"Mytilus","Removal","After","Katharina.tunicata",5,"Mollusca","Polyplacophora","Chitonida","Herbivore","Russelletal2006"
"334",23,"Mytilus","Removal","After","Leptochiton.spp",1,"Mollusca","Polyplacophora","Chitonida","Herbivore","Russelletal2006"
"335",23,"Mytilus","Removal","After","Mopalia.spp",1,"Mollusca","Polyplacophora","Chitonida","Herbivore","Russelletal2006"
"336",23,"Mytilus","Removal","After","Nucella.ostrina",1,"Mollusca","Gastropoda","Neogastropoda","Carnivore","Russelletal2006"
"337",23,"Mytilus","Removal","After","Amphissa.spp",2,"Mollusca","Gastropoda","Neogastropoda","Herbivore","Russelletal2006"
"338",23,"Mytilus","Removal","After","Littorina.spp",1325,"Mollusca","Gastropoda","Littorinimorpha","Herbivore","Russelletal2006"
"339",23,"Mytilus","Removal","After","Lottia.spp",366,"Mollusca","Gastropoda","Lottiidae","Herbivore","Russelletal2006"
"340",23,"Mytilus","Removal","After","Pagarus.spp",62,"Arthropoda","Malacostraca","Decapoda","Omnivores","Russelletal2006"
"341",23,"Mytilus","Removal","After","Petrolisthes.spp",1,"Arthropoda","Malacostraca","Decapoda","Herbivore","Russelletal2006"
"342",23,"Mytilus","Removal","After","Strongylocentrotus.purpuratus",32,"Echinodermata","Echinoidea","Camarodonta","Herbivore","Russelletal2006"
"343",23,"Mytilus","Removal","After","Pisaster.ochraceus",1,"Echinodermata","Asteroidea","Forcipulatida","Carnivore","Russelletal2006"
"344",23,"Mytilus","Removal","After","Sculpin",12,"Chordata","Actinopterygii","Scorpaeniformes","Carnivore","Russelletal2006"
"345",24,"Mytilus","Removal","After","Katharina.tunicata",1,"Mollusca","Polyplacophora","Chitonida","Herbivore","Russelletal2006"
"346",24,"Mytilus","Removal","After","Tonicella.spp",3,"Mollusca","Polyplacophora","Chitonida","Herbivore","Russelletal2006"
"347",24,"Mytilus","Removal","After","Leptochiton.spp",1,"Mollusca","Polyplacophora","Chitonida","Herbivore","Russelletal2006"
"348",24,"Mytilus","Removal","After","Mopalia.spp",1,"Mollusca","Polyplacophora","Chitonida","Herbivore","Russelletal2006"
"349",24,"Mytilus","Removal","After","Nucella.ostrina",5,"Mollusca","Gastropoda","Neogastropoda","Carnivore","Russelletal2006"
"350",24,"Mytilus","Removal","After","Amphissa.spp",1,"Mollusca","Gastropoda","Neogastropoda","Herbivore","Russelletal2006"
"351",24,"Mytilus","Removal","After","Callistoma.canaliculata",2,"Mollusca","Gastropoda","Trochida","Herbivore","Russelletal2006"
"352",24,"Mytilus","Removal","After","Littorina.spp",326,"Mollusca","Gastropoda","Littorinimorpha","Herbivore","Russelletal2006"
"353",24,"Mytilus","Removal","After","Tegula.funebralis",1,"Mollusca","Gastropoda","Trochida","Herbivore","Russelletal2006"
"354",24,"Mytilus","Removal","After","Lottia.spp",208,"Mollusca","Gastropoda","Lottiidae","Herbivore","Russelletal2006"
"355",24,"Mytilus","Removal","After","Pagarus.spp",18,"Arthropoda","Malacostraca","Decapoda","Omnivores","Russelletal2006"
"356",24,"Mytilus","Removal","After","Strongylocentrotus.purpuratus",12,"Echinodermata","Echinoidea","Camarodonta","Herbivore","Russelletal2006"
"357",24,"Mytilus","Removal","After","Leptasterias.hexactis",1,"Echinodermata","Asteroidea","Forcipulatida","Carnivore","Russelletal2006"
"358",24,"Mytilus","Removal","After","Sculpin",12,"Chordata","Actinopterygii","Scorpaeniformes","Carnivore","Russelletal2006"
"359",25,"Mytilus","Control","After","Leptochiton.spp",1,"Mollusca","Polyplacophora","Chitonida","Herbivore","Russelletal2006"
"360",25,"Mytilus","Control","After","Nucella.ostrina",6,"Mollusca","Gastropoda","Neogastropoda","Carnivore","Russelletal2006"
"361",25,"Mytilus","Control","After","Nucella.canaliculata",3,"Mollusca","Gastropoda","Neogastropoda","Carnivore","Russelletal2006"
"362",25,"Mytilus","Control","After","Bittium.eschrichtii",1,"Mollusca","Gastropoda","Cerithiidae","Herbivore","Russelletal2006"
"363",25,"Mytilus","Control","After","Amphissa.spp",2,"Mollusca","Gastropoda","Neogastropoda","Herbivore","Russelletal2006"
"364",25,"Mytilus","Control","After","Callistoma.canaliculata",4,"Mollusca","Gastropoda","Trochida","Herbivore","Russelletal2006"
"365",25,"Mytilus","Control","After","Lirabuccinum.dirum",1,"Mollusca","Gastropoda","Neogastropoda","Carnivore","Russelletal2006"
"366",25,"Mytilus","Control","After","Littorina.spp",175,"Mollusca","Gastropoda","Littorinimorpha","Herbivore","Russelletal2006"
"367",25,"Mytilus","Control","After","Tegula.funebralis",7,"Mollusca","Gastropoda","Trochida","Herbivore","Russelletal2006"
"368",25,"Mytilus","Control","After","Tectura.persona",2,"Mollusca","Gastropoda","Lottiidae","Herbivore","Russelletal2006"
"369",25,"Mytilus","Control","After","Hemigrapsus.nudus",1,"Arthropoda","Malacostraca","Decapoda","Omnivores","Russelletal2006"
"370",25,"Mytilus","Control","After","Pagarus.spp",39,"Arthropoda","Malacostraca","Decapoda","Omnivores","Russelletal2006"
"371",25,"Mytilus","Control","After","Petrolisthes.spp",3,"Arthropoda","Malacostraca","Decapoda","Herbivore","Russelletal2006"
"372",25,"Mytilus","Control","After","Strongylocentrotus.purpuratus",5,"Echinodermata","Echinoidea","Camarodonta","Herbivore","Russelletal2006"
"373",25,"Mytilus","Control","After","Sculpin",11,"Chordata","Actinopterygii","Scorpaeniformes","Carnivore","Russelletal2006"
"374",26,"Phyllospadix","Removal","After","Tonicella.spp",2,"Mollusca","Polyplacophora","Chitonida","Herbivore","Russelletal2006"
"375",26,"Phyllospadix","Removal","After","Leptochiton.spp",3,"Mollusca","Polyplacophora","Chitonida","Herbivore","Russelletal2006"
"376",26,"Phyllospadix","Removal","After","Bittium.eschrichtii",1,"Mollusca","Gastropoda","Cerithiidae","Herbivore","Russelletal2006"
"377",26,"Phyllospadix","Removal","After","Callistoma.canaliculata",1,"Mollusca","Gastropoda","Trochida","Herbivore","Russelletal2006"
"378",26,"Phyllospadix","Removal","After","Lirabuccinum.dirum",3,"Mollusca","Gastropoda","Neogastropoda","Carnivore","Russelletal2006"
"379",26,"Phyllospadix","Removal","After","Lottia.spp",17,"Mollusca","Gastropoda","Lottiidae","Herbivore","Russelletal2006"
"380",26,"Phyllospadix","Removal","After","Pagarus.spp",18,"Arthropoda","Malacostraca","Decapoda","Omnivores","Russelletal2006"
"381",26,"Phyllospadix","Removal","After","Pugettia.producta",2,"Arthropoda","Malacostraca","Decapoda","Omnivores","Russelletal2006"
"382",26,"Phyllospadix","Removal","After","Cancer.spp",1,"Arthropoda","Malacostraca","Decapoda","Carnivore","Russelletal2006"
"383",26,"Phyllospadix","Removal","After","Heptacarpus.sitchensis",1,"Arthropoda","Malacostraca","Decapoda","Omnivores","Russelletal2006"
"384",26,"Phyllospadix","Removal","After","Idotea.spp",2,"Arthropoda","Malacostraca","Isopoda","Herbivore","Russelletal2006"
"385",26,"Phyllospadix","Removal","After","Diaulula.sandiegensis",1,"Mollusca","Gastropoda","Nudibranchia","Carnivore","Russelletal2006"
"386",26,"Phyllospadix","Removal","After","Strongylocentrotus.purpuratus",21,"Echinodermata","Echinoidea","Camarodonta","Herbivore","Russelletal2006"
"387",26,"Phyllospadix","Removal","After","Pisaster.ochraceus",1,"Echinodermata","Asteroidea","Forcipulatida","Carnivore","Russelletal2006"
"388",26,"Phyllospadix","Removal","After","Sculpin",9,"Chordata","Actinopterygii","Scorpaeniformes","Carnivore","Russelletal2006"
"389",26,"Phyllospadix","Removal","After","Gunnel",1,"Chordata","Actinopterygii","Perciformes","Carnivore","Russelletal2006"
"390",27,"Phyllospadix","Control","After","Nuttalina.spp",1,"Mollusca","Polyplacophora","Chitonida","Herbivore","Russelletal2006"
"391",27,"Phyllospadix","Control","After","Tonicella.spp",7,"Mollusca","Polyplacophora","Chitonida","Herbivore","Russelletal2006"
"392",27,"Phyllospadix","Control","After","Leptochiton.spp",1,"Mollusca","Polyplacophora","Chitonida","Herbivore","Russelletal2006"
"393",27,"Phyllospadix","Control","After","Callistoma.canaliculata",7,"Mollusca","Gastropoda","Trochida","Herbivore","Russelletal2006"
"394",27,"Phyllospadix","Control","After","Lottia.spp",24,"Mollusca","Gastropoda","Lottiidae","Herbivore","Russelletal2006"
"395",27,"Phyllospadix","Control","After","Acmaea.mitra",1,"Mollusca","Gastropoda","Acmaeidae","Herbivore","Russelletal2006"
"396",27,"Phyllospadix","Control","After","Pagarus.spp",52,"Arthropoda","Malacostraca","Decapoda","Omnivores","Russelletal2006"
"397",27,"Phyllospadix","Control","After","Pugettia.producta",6,"Arthropoda","Malacostraca","Decapoda","Omnivores","Russelletal2006"
"398",27,"Phyllospadix","Control","After","Petrolisthes.spp",1,"Arthropoda","Malacostraca","Decapoda","Herbivore","Russelletal2006"
"399",27,"Phyllospadix","Control","After","Cancer.spp",2,"Arthropoda","Malacostraca","Decapoda","Carnivore","Russelletal2006"
"400",27,"Phyllospadix","Control","After","Heptacarpus.sitchensis",4,"Arthropoda","Malacostraca","Decapoda","Omnivores","Russelletal2006"
"401",27,"Phyllospadix","Control","After","Idotea.spp",2,"Arthropoda","Malacostraca","Isopoda","Herbivore","Russelletal2006"
"402",27,"Phyllospadix","Control","After","Hermissenda.opalescens",1,"Mollusca","Gastropoda","Nudibranchia","Carnivore","Russelletal2006"
"403",27,"Phyllospadix","Control","After","Strongylocentrotus.purpuratus",60,"Echinodermata","Echinoidea","Camarodonta","Herbivore","Russelletal2006"
"404",27,"Phyllospadix","Control","After","Leptasterias.hexactis",3,"Echinodermata","Asteroidea","Forcipulatida","Carnivore","Russelletal2006"
"405",27,"Phyllospadix","Control","After","Sculpin",4,"Chordata","Actinopterygii","Scorpaeniformes","Carnivore","Russelletal2006"
"406",28,"Phyllospadix","Removal","After","Tonicella.spp",2,"Mollusca","Polyplacophora","Chitonida","Herbivore","Russelletal2006"
"407",28,"Phyllospadix","Removal","After","Amphissa.spp",1,"Mollusca","Gastropoda","Neogastropoda","Herbivore","Russelletal2006"
"408",28,"Phyllospadix","Removal","After","Callistoma.canaliculata",9,"Mollusca","Gastropoda","Trochida","Herbivore","Russelletal2006"
"409",28,"Phyllospadix","Removal","After","Littorina.spp",2,"Mollusca","Gastropoda","Littorinimorpha","Herbivore","Russelletal2006"
"410",28,"Phyllospadix","Removal","After","Alia.carinata",1,"Mollusca","Gastropoda","Neogastropoda","Carnivore","Russelletal2006"
"411",28,"Phyllospadix","Removal","After","Lottia.spp",7,"Mollusca","Gastropoda","Lottiidae","Herbivore","Russelletal2006"
"412",28,"Phyllospadix","Removal","After","Acmaea.mitra",1,"Mollusca","Gastropoda","Acmaeidae","Herbivore","Russelletal2006"
"413",28,"Phyllospadix","Removal","After","Pagarus.spp",24,"Arthropoda","Malacostraca","Decapoda","Omnivores","Russelletal2006"
"414",28,"Phyllospadix","Removal","After","Pugettia.producta",3,"Arthropoda","Malacostraca","Decapoda","Omnivores","Russelletal2006"
