"","PoolID","Foundation_spp","Removal_Control","Before_After","Species","Count","Phylum","Class","Order_Family","Functional_Group","paper"
"826",31,"Mytilus","Control","Before","Nucella.ostrina",6,"Mollusca","Gastropoda","Neogastropoda","Carnivore","Russelletal2006"
"827",31,"Mytilus","Control","Before","Callistoma.canaliculata",1,"Mollusca","Gastropoda","Trochida","Herbivore","Russelletal2006"
"828",31,"Mytilus","Control","Before","Lirabuccinum.dirum",3,"Mollusca","Gastropoda","Neogastropoda","Carnivore","Russelletal2006"
"829",31,"Mytilus","Control","Before","Lottia.spp",226,"Mollusca","Gastropoda","Lottiidae","Herbivore","Russelletal2006"
"830",31,"Mytilus","Control","Before","Pagarus.spp",13,"Arthropoda","Malacostraca","Decapoda","Omnivores","Russelletal2006"
"831",31,"Mytilus","Control","Before","Strongylocentrotus.purpuratus",37,"Echinodermata","Echinoidea","Camarodonta","Herbivore","Russelletal2006"
"832",31,"Mytilus","Control","Before","Leptasterias.hexactis",1,"Echinodermata","Asteroidea","Forcipulatida","Carnivore","Russelletal2006"
"833",32,"Mytilus","Removal","Before","Cyanoplax.hartwegii",1,"Mollusca","Polyplacophora","Chitonida","Herbivore","Russelletal2006"
"834",32,"Mytilus","Removal","Before","Tonicella.spp",1,"Mollusca","Polyplacophora","Chitonida","Herbivore","Russelletal2006"
"835",32,"Mytilus","Removal","Before","Nucella.ostrina",6,"Mollusca","Gastropoda","Neogastropoda","Carnivore","Russelletal2006"
"836",32,"Mytilus","Removal","Before","Nucella.canaliculata",6,"Mollusca","Gastropoda","Neogastropoda","Carnivore","Russelletal2006"
"837",32,"Mytilus","Removal","Before","Callistoma.canaliculata",19,"Mollusca","Gastropoda","Trochida","Herbivore","Russelletal2006"
"838",32,"Mytilus","Removal","Before","Lottia.spp",261,"Mollusca","Gastropoda","Lottiidae","Herbivore","Russelletal2006"
"839",32,"Mytilus","Removal","Before","Pagarus.spp",10,"Arthropoda","Malacostraca","Decapoda","Omnivores","Russelletal2006"
"840",32,"Mytilus","Removal","Before","Strongylocentrotus.purpuratus",54,"Echinodermata","Echinoidea","Camarodonta","Herbivore","Russelletal2006"
"841",32,"Mytilus","Removal","Before","Leptasterias.hexactis",2,"Echinodermata","Asteroidea","Forcipulatida","Carnivore","Russelletal2006"
